Style#,Category Name,Collection Name,Wholesale Price,Retail Price,status,Long Description,Metal Type,Diamond Quantity,Diamond Weight,Type,Qty On Hand,Memo Out,Owned,~
E6853,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.13 cts ,18KWG,         2,      0.13,WHITE DIAM,         0,         0,         0,~
E6858,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.13 cts ,18KWG,         2,      0.13,WHITE DIAM,         0,         0,         0,~
E6870,EARRINGS,,   2700.00,   5400.00,Yes,Pair of 18K YG Omega Clipback Earrings and Round Golden South Sea Pearls 14.4mm,18KYG,         0,      0.00,GSSP,         0,         0,         0,~
E6871,EARRINGS,LEGACY,    315.00,    630.00,Yes,Akoya Cultured Pearls 8.0 - 8.5mm set in 18K YG Earrings (Kate),18KYG,         0,      0.00,JAP,         0,         0,         0,~
E6875,EARRINGS,LEGACY,    375.00,    750.00,Yes,Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K YG Earrings (Kate),18KYG,         0,      0.00,JAP,         0,         0,         0,~
E6876,EARRINGS,,  11000.00,  22000.00,Yes,"Platinum round diamond earring studs 1.08 I SI2 GIA 2165995509, 1.06 I SI2 GIA 6157958864, 18K WG backs",PT/18KWG,         0,      0.00,WHITE DIAM,         0,         0,         0,~
E6879,EARRINGS,,   2400.00,   4800.00,Yes,2 South Sea Cultured Pearls 12.9 - 14.0mm set in a Pair of 18K WG Clipback Earrings,18KWG,         0,      0.00,SSP,         0,         0,         0,~
E6882,EARRINGS,,    600.00,   1200.00,Yes,2 Tahitian Natural Color Cultured Pearls 9.1mm set in a Pair of 18K YG Clipback Earrings,18KYG,         0,      0.00,THP,         0,         0,         0,~
E6884,EARRINGS,,    650.00,   1300.00,Yes,2 Tahitian Natural Color Cultured Pearls Round 9.7mm set in a Pair of 18K YG Clipback Earrings,18KYG,         0,      0.00,THP,         0,         0,         0,~
E6887,EARRINGS,,   6600.00,  13200.00,Yes,Pair of Tahitian Natural Color Cultured Pearl Drops 15 - 12.5mm set in 18K WG Earrings with 70 Diamonds 0.98ct,18KWG,        70,      0.98,THP,         0,         0,         0,~
E6889,EARRINGS,AKOY DESIG,   3000.00,   6000.00,Yes,112 Akoya Cultured Pearls 4.0 - 4.5mm set in a Pair of 18K YG Hoop Earrings (Forever),18KYG,         0,      0.00,JAP,         0,         0,         0,~
E6893,EARRINGS,REHO,   8800.00,  17600.00,Yes,Pair of South Sea Cultured Pearl Drops 17 - 15.4mm set in18K WG Earrings with Diamonds = 2.08 ct ,18KWG,         0,      2.08,SSP,         0,         0,         0,~
E6894,EARRINGS,REHO,   5000.00,  10000.00,Yes,South Sea Cultured Pearl Baroque 20.5 X 15.6 X 15.4mm set in 18K WG Earrings with White Diamonds 1.03 cts and Black Diamonds 1.11 cts,18KWG,         0,      2.14,SSP,         0,         0,         0,~
E6896,EARRINGS,,  11300.00,  22600.00,Yes,Pair of South Sea Cultured Pearl Rounds 12.3mm set in 18K YG Earrings with 2 Diamonds 1.52ct,18KYG,         2,      1.52,SSP,         0,         0,         0,~
E6900,EARRINGS,AKOY DESIG,   4550.00,   9100.00,Yes,112 Akoya Cultured Pearls 4.0 - 4.5mm set in a Pair of 18K YG Hoop Earrings with 160 Brilliant-Cut Diamonds 1.12 cts (Forever),18KYG,       160,      1.12,JAP,         0,         0,         0,~
E6902,EARRINGS,,   3400.00,   6800.00,Yes,Pair of South Sea Cultured Pearls 11.5 - 11.6mm set in 18K WG Earrings with 2 Diamonds 0.62ct,18KWG,         2,      0.62,SSP,         0,         0,         0,~
E6903,EARRINGS,,   2400.00,   4800.00,Yes,Pair of South Sea Cultured Pearls 16.3 - 15.7mm set in 18K WG Earrings,18KWG,         0,      0.00,SSP,         0,         0,         0,~
E6913,EARRINGS,LEGACY,    485.00,    970.00,Yes,Pair of Akoya Cultured Pearls 8 - 8 1/2mm set in 18K WG Earrings w/ 2 Dia = 0.10ct (Stella),18KWG,         2,      0.10,JAP,         0,         0,         0,~
E6914,EARRINGS,LEGACY,    500.00,   1000.00,Yes,Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.10 cts (Stella),18KWG,         2,      0.10,JAP,         0,         0,         0,~
E6915,EARRINGS,LEGACY,    500.00,   1000.00,Yes,Pair of Cultured Pearls 8 - 8 1/2mm set in 18K WG Earrings w/ 2 Dia = 0.10ct (Stella),18KWG,         2,      0.10,JAP,         0,         0,         0,~
E6922,EARRINGS,LEGACY,    315.00,    630.00,Yes,Pair of Akoya Cultured Pearls 8 - 8 1/2mm set in 18K YG Earrings (Kate),18KYG,         0,      0.00,JAP,         0,         0,         0,~
E6923,EARRINGS,LEGACY,    315.00,    630.00,Yes,Pair of Akoya Cultured Pearls 8 - 8 1/2mm set in 18K YG Earrings (Kate),18KYG,         0,      0.00,JAP,         0,         0,         0,~
E6926,EARRINGS,LEGACY,    315.00,    630.00,Yes,Akoya Cultured Pearls 8 - 8.5mm set in a Pair of 18K WG Earrings (Kate),18KWG,         0,      0.00,JAP,         0,         0,         0,~
E6928,EARRINGS,LEGACY,    315.00,    630.00,Yes,Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings (Kate),18KWG,         0,      0.00,JAP,         0,         0,         0,~
E6934,EARRINGS,,    800.00,   1600.00,Yes,Pair of Keshi Pearls 13.5 - 11.5mm set in 18K Stud Earrings,18KWG,         0,      0.00,,         0,         0,         0,~
E6939,EARRINGS,AKOY DESIG,   2700.00,   5400.00,Yes,72 Akoya Cultured Pearls 4.0 - 4.5mm set in a Pair of 18K YG Earrings with 122 Diamonds 0.38 cts (Forever),18KYG,       122,      0.38,JAP,         0,         0,         0,~
E6940,EARRINGS,AKOY DESIG,   1700.00,   3400.00,Yes,72 Akoya Cultured Pearls 4.0 - 4.5mm set in a Pair of 18K YG Hoop Earrings (Forever),18KYG,         0,      0.00,JAP,         0,         0,         0,~
E6948,EARRINGS,,   1900.00,   3800.00,Yes,2 South Sea Cultured Pearls 13.3mm set in Pair of 18K YG Earrings,18KYG,         0,      0.00,SSP,         0,         0,         0,~
E6951,EARRINGS,,   2100.00,   4200.00,Yes,2 South Sea Cultured Pearls Button 14.3 X 14.3mm set in a Pair of 18K YG Omega Clipback Earrings ,18KYG,         0,      0.00,SSP,         0,         0,         0,~
E6956,EARRINGS,,   1600.00,   3200.00,Yes,Pair of South Sea Cultured Pearls 12.6 x 11.8mm Earrings set in 18K WG with 56 Diamonds 0.24 cts,18KWG,        56,      0.25,SSP,         0,         0,         0,~
E6958,EARRINGS,,   3100.00,   6200.00,Yes,Pair of South Sea Cultured Pearls 15 x 14.2mm set in 18K WG with 56 Diamonds 0.24ct,18KWG,        56,      0.24,SSP,         0,         0,         0,~
E6959,EARRINGS,,      0.00,      0.00,Yes,Pair of South Sea cultured Pearl Baroques 28.3-24.5-19.2mm set in 18K WG Earrings with 154 Diamonds =5.43cts,18KWG,       154,      5.43,SSP,         0,         0,         0,~
E6965,EARRINGS,,   3100.00,   6200.00,Yes,Pair of South Sea Cultured Pearl Drops 18 x 15.7mm set in18K WG Earrings with 56 Diamonds 0.24ct,18KWG,        56,      0.25,SSP,         0,         0,         0,~
E6969,EARRINGS,AKOYA JEWL,   1000.00,   2000.00,Yes,Pair of Akoya Cultured Pearls 8 - 8 1/2mm set in 18K WG Earrings w/ 56 Diamonds 0.24ct,18KWG,        56,      0.24,JAP,         0,         0,         0,~
E6971,EARRINGS,,   1900.00,   3800.00,Yes,Pair of South Sea Cultured Pearls 14.6 X 13.1 X12.5mm set in 18K WG Earrings with 56 Diamonds 0.24ct,18KWG,        56,      0.24,SSP,         0,         0,         0,~
E6972,EARRINGS,,   5200.00,  10400.00,Yes,South Sea Cultured Pearls Button 16.3 X 15.6mm set in a Pair of Platinum Earrings,PLAT,         0,      0.00,SSP,         0,         0,         0,~
E6974,EARRINGS,,    900.00,   1800.00,Yes,Pair of South Sea Cultured Pearls 9.7mm set in 18K WG Jumbo Stud Backs,18KWG,         0,      0.00,SSP,         0,         0,         0,~
E6980,EARRINGS,,   1100.00,   2200.00,Yes,Pair of South Sea Pearls Drop 13.5 x 12.2 mm 18K WG Fish Hook Earrings ,18KWG,         0,      0.00,SSP,         0,         0,         0,~
E6990,EARRINGS,,   2200.00,   4400.00,Yes,Pair of South Sea Cultured Pearls Baroque 17.7 x 15.4 x 13.6mm set in 18K WG Earrings,18KWG,         0,      0.00,SSP,         0,         0,         0,~
E7004,EARRINGS,,   7000.00,  14000.00,Yes,Pair of Tahitian Natural Color Cultured Pearls 14.1mm set in Platinum Earrings,PLAT,         0,      0.00,THP,         0,         0,         0,~
E7005,EARRINGS,,   2100.00,   4200.00,Yes,Pair of Tahitian Natural Color Cultured Pearl Buttons 13.7 x 12.3mm set in 18K WG Earrings,18KWG,         0,      0.00,THP,         0,         0,         0,~
E7024,EARRINGS,,   2500.00,   5000.00,Yes,Pair of South Sea Cultured Pearls 10.8mm set in 18K WG Earrings w/ 2 Diamonds 0.51ct (Half Pair Belongs to Customer),18KWG,         2,      0.51,SSP,         0,         0,         0,~
E7029,EARRINGS,AKOYA JEWL,   1200.00,   2400.00,Yes,Akoya Cultured Pearls 8.0 - 8.5mm set in a pair of 18K WG Earrings with 12 Dia. 0.68ct,18KWG,        12,      0.68,JAP,         0,         0,         0,~
E7033,EARRINGS,,   1600.00,   3200.00,Yes,Pair of South Sea Cultured Pearls 13.6mm set in 18K YG Earrings,18KYG,         0,      0.00,SSP,         0,         0,         0,~
E7034,EARRINGS,,   2100.00,   4200.00,Yes,2 South Sea Cultured Pearl Drops 11.3 x 10.6mm set in a Pair of 18K WG Earrings with 6 Diamonds 0.66cts,18KWG,         6,      0.66,SSP,         0,         0,         0,~
E7046,EARRINGS,,  52000.00, 104000.00,Yes,Pair of Angel Skin Coral Drops 16.6 x 12.2 x 7.1mm set in 18K W/YG Earrings w/ 36 Diamonds 5.46ct,18KW/YG,        36,      5.46,CORAL,         0,         0,         0,~
E7060,EARRINGS,CORAL,  10000.00,  20000.00,Yes,2 Boke Coral 11.0 X 7.0mm and 2 Tahitian Natural Color Cultured Pearl Drops 14.9 X 13.4mm set in a Pair of 18K WG Clipback Earrings with 120 Diamonds 1.27 cts,18KWG,       120,      1.27,CORAL,         0,         0,         0,~
E7061,EARRINGS,,  10200.00,  20400.00,Yes,2 Tahitian Natural Color Cultured Pearls 15.3mm set in 18K WG,18KWG,         0,      0.00,THP,         0,         0,         0,~
E7075,EARRINGS,,   3000.00,   6000.00,Yes,Pair of Tahitian Natural Color Cultured Pearl Rounds 14.9mm set in 18K WG Earrings ,18KWG,         0,      0.00,THP,         0,         0,         0,~
E7077,EARRINGS,,   9800.00,  19600.00,Yes,"Pair of Golden South Sea Cultured Pearls 13.2 x 13.2mm, Pair of South Sea Cultured Pearls 13.3 x 13.3mm & Pair of Tahitian Natural Color Cultured Pearls 13.4 x 13.3mm set in 18K WG Earrings",18KWG,         0,      0.00,MULTI,         0,         0,         0,~
E7080,EARRINGS,,   9300.00,      0.00,Yes,Pair of South Sea Cultured Pearls set in Plat. Earrings with 170 Diamonds 3.65cts,PLAT,         0,      0.00,SSP,         0,         0,         0,~
E7081,EARRINGS,,  21000.00,  42000.00,Yes,2 South Sea Cultured Baroque 24.0 x 21.3 x 19.1mm set in a Pair of 18K WG Earrings with 80 Diamonds 4.45cts ,18KWG,        80,      4.45,SSP,         0,         0,         0,~
E7085,EARRINGS,,  10200.00,  20400.00,Yes,Pair of South Sea Cultured Pearl Buttons 12.1 x 11.8mm set in Platinum Earrings w/ 170 Diamonds 3.59cts,PLAT,       170,      3.59,SSP,         0,         0,         0,~
E7088,EARRINGS,AKOYA JEWL,   1400.00,   2800.00,Yes,6 Akoya Cultured Pearls 8.0 - 8.5 mm set in a Pair of 18K WG Earrings with 8 Diamonds 0.34 cts,18KWG,         8,      0.34,JAP,         0,         0,         0,~
E7092,EARRINGS,AKOYA JEWL,   1400.00,   2800.00,Yes,6 Akoya Cultured Pearls 8.0 - 8.5 mm set in a Pair of 18K WG Earrings with 8 Diamonds 0.34 cts,18KWG,         8,      0.34,JAP,         0,         0,         0,~
E7101,EARRINGS,, 110000.00, 220000.00,Yes,Conch Natural Saltwater Pearls 11.5 X 9.1 X 7.9mm set in a Pair of Platinum Clipback Earrings with 6 Marquise-cut Diamonds 6.23 cts and 4 Pear-shape Diamonds 2.10 cts,PLAT,        10,      8.33,CONCH,         0,         0,         0,~
E7105,EARRINGS,,   3100.00,   6200.00,Yes,2 South Sea Cultured Pearl Drops 14.4 x 14.3 mm set in a Pair of 18K WG Earrings with 56 Diamonds 0.25 cts,18KWG,        56,      0.25,SSP,         0,         0,         0,~
E7110,EARRINGS,,   1000.00,   2000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 56 Diamonds 0.25 cts,18KWG,        56,      0.25,WHITE DIAM,         0,         0,         0,~
E7116,EARRINGS,,   3100.00,   6200.00,Yes,2 South Sea Cultured Pearl Drops 16.8 x 14.8 mm set in a Pair of 18K WG Earrings with 56 Diamonds 0.25 cts,18KWG,        56,      0.25,SSP,         0,         0,         0,~
E7120,EARRINGS,,   1000.00,   2000.00,Yes,2 Akoya Cultured Pearls 8.0 -8.5mm set in a Pair of 18K WG Earrings with 56 Diamonds 0.25 cts,18KWG,        56,      0.25,WHITE DIAM,         0,         0,         0,~
E7162,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 -8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.06 cts ,18KWG,         2,      0.06,WHITE DIAM,         0,         0,         0,~
E7163,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 -8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.06 cts,18KWG,         2,      0.06,WHITE DIAM,         0,         0,         0,~
E7164,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Cultured Pearls 8.0 -8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.06 cts,18KWG,         2,      0.06,WHITE DIAM,         0,         0,         0,~
E7165,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.06 Earrings ,18KWG,         2,      0.06,WHITE DIAM,         0,         0,         0,~
E7167,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.06 cts,18KWG,         2,      0.06,,         0,         0,         0,~
E7168,EARRINGS,LEGACY,    500.00,   1000.00,Yes,2 Akoya Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K WG Earrings with 2 Diamonds 0.06 ,18KWG,         2,      0.06,WHITE DIAM,         0,         0,         0,~
E7215,EARRINGS,LEGACY,    315.00,    630.00,Yes,2 Cultured Pearls 8.0 - 8.5mm set in a Pair of 18K YG Earrings ,18KYG,         0,      0.00,,         0,         0,         0,~
E7235,FINDINGS,LEGACY,    500.00,   1000.00,Yes,Pair of 18K YG Earrings with 2 Diamonds 0.14 cts (Grace),18KYG,         2,      0.14,WHITE DIAM,         0,         0,         0,~
E7272,EARRINGS,,   1200.00,   2400.00,Yes,South Sea Cultured Pearls Round 9.1 X 9.1mm set in a Pair of 18K WG Earrings with 22 Diamonds 0.27 cts,18KWG,        22,      0.27,SSP,         0,         0,         0,~
E7295,EARRINGS,,  12300.00,  24600.00,Yes,2 South Sea Cultured Pearls 12.1 mm set in a Pair of Platinum Earrings with 2 Cushion Cut Diamonds 1.43 cts,PLAT,         2,      1.43,SSP,         0,         0,         0,~
E7311,EARRINGS,,    466.00,    800.00,Yes,Pair of Tahitian Natural Color Cultured Pearls Round 10.5 X 10.5mm 18K YG Screw Posts and Jumbo Nuts,18KYG,         0,      0.00,THP,         0,         0,         0,~
E7313,EARRINGS,,      0.00,      0.00,Yes,Pair of South Sea Cultured Pearls Round 12.7 X 12.7mm set in PT Earrings with 2 Diamonds = 1.04 cts,PLAT,         2,      1.04,SSP,         0,         0,         0,~
EBU2PC-2,EARRINGS,BUBBLE ,      0.00,      0.00,Yes,6 South Sea Cultured Pearls 10.0 - 15.0mm and 4 Akoya Cultured Pearls 7.0 - 9.5mm set in 18K WG Earrings,18KWG,         0,      0.00,SSP,         0,         0,         0,~
EBU4-4,EARRINGS,BUBBLE ,   3900.00,   7800.00,Yes,4 South Sea Cultured Pearls Round 9.5 - 12.5mm and 4 Akoya Cultured Pearls 8.0 - 8.75mm set in a Pair of 18K WG Earrings ,18KWG,         0,      0.00,SSP,         0,         0,         0,~
EBU5-3,EARRINGS,BUBBLE ,   9000.00,  18000.00,Yes,6 South Sea Cultured Pearls 9.5 - 14.4mm and 4 Akoya Cultured Pearls 8.0 - 9.0mm set in Pair of 18K WG Earrings ,18KWG,         0,      0.00,SSP,         0,         0,         0,~
FLUTECLASP FOR AKOYA ,NEW ORDERS,NEW,      0.00,      0.00,Yes,FLUE CLASP FOR AKOYA PROGRAM AS PER PEGGY AND MISSY,,         0,      0.00,,         0,         0,         0,~
JPN0008,PENDANT,JP,   9000.00,  18000.00,Yes,"Julie Parker for Assael Rhino Pendant Necklace with South Sea Cultured Pearl Baroque, 20.6 - 19.1 - 14.7mm set in 18K YG and 2 Brown Diamonds = 0.02 cts (Endagered Species Animal Pendants)",18KYG,         0,      0.00,SSP,         0,         0,         0,~
JPN0024,PENDANT,JP,  44200.00,  88400.00,Yes,"Julie Parker for Assael Amur Leopard Pendant Necklace with Golden South Sea Pearl Drop, 14.6 x 11.7mm set in 18K WG and 1567 Diamonds 10.32 cts (Endagered Species Animal Pendants)",18KWG,      1567,     10.32,GSSP,         0,         0,         0,~
JPN0031,PENDANT,JP,  44800.00,  89600.00,Yes,"A Limited Edition (#2 of 5) handmade Rhinoceros pendant from the Endangered Species Collection, designed by Julie Parker exclusively for Assael w/ SS Pearl Brq 27.4 - 21.6 - 17.8 mm & 1227 Dia=10.38 ct (Endagered Species Animal Pendants)",18KWG,         0,      0.00,SSP,         0,         0,         0,~
JPP0003,CUFFLINKS,JP,   6000.00,  12000.00,Yes,"Julie Parker for Assael Polar Bear Cufflinks with Pair of South Sea Cultured Pearls Drop, 13.3 - 11.2mm set in 18K WG and 4 Black Diamonds = 0.02 cts (Endagered Species Animal Pendants)",18KWG,         0,      0.00,SSP,         0,         0,         0,~
KGH00001,CLASP,,      0.00,      0.00,Yes,18K Yellow Gold 10.5mm Swirl Ball Clasp,18KYG,         0,      0.00,,         0,         0,         0,~
LJN0001-3,NECKLACE,,    700.00,   1400.00,Yes,Single South Sea Cultured Pearl 15mm set in Black Leather Cord Necklace,,         0,      0.00,SSP,         0,         0,         0,~
LJN0007,NECKLACE,,   1800.00,   3600.00,Yes,"South Sea Cultured Pearls, 8 pcs,  12.8 - 10.4mm and Tahitian Natural Color Cultured Pearls, 8 pcs, 12.2 - 10.3mm set in 33"" Leather Necklace",,         0,      0.00,SSP,         0,         0,         0,~
LJN0011,NECKLACE,,   2800.00,   5600.00,Yes,"South Sea Cultured Pearls, 15 pcs, 15.9 - 9.8mm set in 68"" Leather-Cord Choker",,         0,      0.00,SSP,         0,         0,         0,~
MNN0046,FINDINGS,,  10300.00,  20600.00,Yes,"18K WG Chain with 91 Dia = 3.17ct (24""L)",18KWG,        91,      3.17,WHITE DIAM,         0,         0,         0,~
MNN0049,FINDINGS,,    500.00,   1000.00,Yes,"18K WG 16"" 2mm Cable Chain ",18KWG,         0,      0.00,,         0,         0,         0,~
N3203,NECKLACE,,  12400.00,  24800.00,Yes,33 Tahitian Ringed Natural Color Cultured Pearls 10.9 - 14.9mm set in 18K YG Necklace with 8 Rondelles and clasp with total of 280 Rd Diamonds 3.40 cts and 280 Bag. Rubies 19.00 cts,18KYG,       252,      3.06,THP,         0,         0,         0,~
N3227,NECKLACE,,  33300.00,  66600.00,Yes,27 Tahitian Natural Color Cultured Pearls 18.0 X 13.9mm and Single Tahitian Natural Color Cultured Pearl Round 15.6mm set in a Necklace with 97 Round Diamonds = 5.30 cts and Platinum Clasp,PLAT,        97,      5.30,THP,         0,         0,         0,~
N3331,NECKLACE,,  17000.00,  34000.00,Yes,"36 Tahitian, South Sea and Golden South Sea Multi-Color Cultured Pearls 9.9 - 13.7mm set in a Necklace with Emerald Beads 173.0 cts ",,         0,      0.00,MULTI,         0,         0,         0,~
N3365,PENDANT,,   1100.00,   2200.00,Yes,Tahitian Natural Color Cultured Pearl Drop 13.0 X 9.9mm set in a 18K WG Necklace with 5 Rd Diamonds = 0.63 cts ,18KWG,         5,      0.63,THP,         0,         0,         0,~
N3387G,NECKLACE,,   8000.00,  16000.00,Yes,"18K YG & Gunmetal ""Poiray"" Necklace set with 66 Sapphire Beads 115.73 cts, 1 Drop-Shape Cab. Emerald 15.25 cts, 32 Gold beads and 18K YG Clasp",18KYG,         0,      0.00,RUB/EM/SAP,         0,         0,         0,~
N3389G,NECKLACE,,  19000.00,  38000.00,Yes,"18K YG ""Poiray"" Necklace set with 11 Cab. Emeralds = 26.0 cts, 130 Square Rubies = 10.5 cts, 18 Cab. Rubies = 0.75 cts and 62 Rd. Diamonds = 2.00 cts",18KYG,        62,      2.00,RUB/EM/SAP,         0,         0,         0,~
N3391G,NECKLACE,AKOYA JEWL,   8100.00,  16200.00,Yes,"7 Japanese Akoya Cultured Pearls Strands 3 1/2 x 4mm set in a 18K YG ""Poiray"" Necklace (18"") torsade with 6 Rd. Rubellites = 3.00 cts, 12 Rd. Diamonds = 1.45 cts and 6 Mountings  ",18KYG,        12,      1.45,JAP,         0,         0,         0,~
N3539,PENDANT,,   2300.00,   4600.00,Yes,Single Golden South Sea Cultured Pearl Drop 13.6 X 13.1mm set in 18K YG Chain Necklace with 5 Round Diamonds 0.62 ct,18KYG,         5,      0.62,GSSP,         0,         0,         0,~
N3563,PENDANT,,    800.00,   1600.00,Yes,Single Tahitian Natural Color Cultured Pearl Drop 15.8 X 12.0mm set in 18K WG Chain Necklace with 1 Diamond 0.18 ct ,18KWG,         1,      0.18,THP,         0,         0,         0,~
N3568,NECKLACE,,  29000.00,  58000.00,Yes,37 Mix Tahitian Natural Color Cultured Pearls set in 18K YG Chain Link Necklace with 21 Mix Multicolor Tourmalines 90 cts,18KYG,         0,      0.00,THP,         0,         0,         0,~
N3607,NECKLACE,,   7000.00,  14000.00,Yes,Necklace consist of 110 South Sea and Tahitian Natural Color Cultured Pearls 13.6 - 8.2 mm,18KYG,         0,      0.00,THP,         0,         0,         0,~
N3634,NECKLACE,,   7000.00,  14000.00,Yes,"Lariat Necklace, consist of Tahitian Ringed Natural Color Cultured Pearls, Golden South Sea Cultured Pearl Drops and Golden Keshi Pearls",,         0,      0.00,MULTI,         0,         0,         0,~
N3638B,NECKLACE,,   2000.00,   4000.00,Yes,17 Tahitian Natural Color Cultured Pearls 10.0 - 11.9mm and Freshwater Pearls 7.0 - 9.0mm set in 18K YG Lariat Necklace with 28 Green Emerald Beads 22.20 cts and 18K YG Rondelles,18KYG,         0,      0.00,THP,         0,         0,         0,~
N3641,PENDANT,,   2100.00,   4200.00,Yes,Single South Sea Cultured Pearl Drop 15.1 X 12.4mm set in a 18K WG Chain Necklace with 71 Br. Diamonds = 0.55 cts,18KWG,        71,      0.55,SSP,         0,         0,         0,~
N3652,NECKLACE,,   6200.00,  12400.00,Yes,"""Lariat"" Necklace 55 1/2"", consist of 27 South Sea Cult Pearls 12.0 - 9.0 mm, 35 Tahitian Ringed Nat Col Cult Pearls 10.2 - 8.1 mm, 5 Tahitian Rds. and Drops 12.3 mm, and 94 Tah. and Golden Keshi 6-9 mm",,         0,      0.00,SSP,         0,         0,         0,~
N3655,NECKLACE,,  38000.00,  76000.00,Yes,22 South Sea Cultured Pearls Button 13.0 - 14.7mm set in 18K WG Necklace with 111 Diamonds 11.0 cts,18KWG,       111,     11.00,SSP,         0,         0,         0,~
N3666,NECKLACE,,  12900.00,  25800.00,Yes,37 South Sea Cultured Pearls 10.0 - 10.9mm set in 18K YG/Platinum Necklace with 36 Ruby Beads 40.80 cts and 12 Diamonds 1.95 cts and Ruby Center 8.81 cts ,PT/18KYG,        12,      1.95,SSP,         0,         0,         0,~
N3692,PENDANT,,   1800.00,   3600.00,Yes,Single South Sea Cultured Pearl Drop 12.8 X 10.7mm set in 18K YG Chain Necklace with 13 Brilliant-cut Diamonds 0.44 ct,18KYG,        13,      0.44,SSP,         0,         0,         0,~
N3708,PENDANT,,   1300.00,   2600.00,Yes,Single Tahitian Natural Color Cultured Pearl Drop 12.6 X 10.8mm set in 18K YG Chain Necklace with 3 Brilliant-cut Diamonds 0.43 ct ,18KYG,         3,      0.43,THP,         0,         0,         0,~
N3709,PENDANT,,   1450.00,   2900.00,Yes,Single Tahitian Natural Color Cultured Pearl Drop 14.8 X 11.5mm set in 18K YG Chain Necklace with 3 Brilliant-cut Diamonds 0.43 cts ,18KYG,         3,      0.43,THP,         0,         0,         0,~
N3711,PENDANT,,  11900.00,  23800.00,Yes,4 Golden South Sea Cultured Pearls 11.3 X 13.8mm set in 18K W/YG Necklace with 159 Diamonds 8.39 cts,18KW/YG,       159,      8.39,GSSP,         0,         0,         0,~
N3714,PENDANT,,    800.00,   1600.00,Yes,Single Tahitian Natural Color Cultured Pearl Drop 14.1 X 11.8mm set in 18K WG Chain Necklace with 1 Diamond 0.18 ct,18KWG,         1,      0.18,THP,         0,         0,         0,~
N3726,PENDANT,,   1400.00,   2800.00,Yes,Single South Sea Cultured Pearl 13.0 X 10.8mm set in a 18K WG Chain Necklace with 5 Brilliant-cut Diamonds = 0.62 cts ,18KWG,         5,      0.62,SSP,         0,         0,         0,~
N3736,PENDANT,,   1700.00,   3400.00,Yes,Single South Sea Cultured Pearl Drop 12.7 - 11.1mm set in 18K WG Chain Necklace with 3 Brilliant-cut Diamonds 0.43 cts ,18KWG,         3,      0.43,SSP,         0,         0,         0,~
N3745,PENDANT,,   1200.00,   2400.00,Yes,"Single Tahitian ""White"" Natural Color Cultured Pearl Drop 12.7 X 11.5mm set in a 18K WG Chain Necklace with 3 Brilliant-cut Diamonds = 0.43 cts",18KWG,         3,      0.43,THP,         0,         0,         0,~
N3760,PENDANT,,   2100.00,   4200.00,Yes,Single Tahitian Natural Color Cultured Pearl Drop 18.1 X 13.9mm set in a 18K YG Chain Necklace with 72 Brilliant-cut Diamonds = 0.54 cts,18KYG,        72,      0.54,THP,         0,         0,         0,~
N3775,PENDANT,,   5800.00,  11600.00,Yes,"Single Golden South Sea Cultured Pearl Drop 13.2 - 11.7 mm, South Sea Cultured Pearl Drop 14.3 - 11.6 mm and Tahitian Natural Color Cultured Pearl Drop 14.4 - 11.8mm set in 18K WG/YG Chain Necklace 143 mix Diamonds 4.04 cts",18KW/YG,       143,      4.04,MULTI,         0,         0,         0,~
N3782,NECKLACE,AKOYA JEWL,   6800.00,  13600.00,Yes,Five-rows Akoya Cultured Pearls 7.0 - 7.5mm set in 18K WG Necklace 67 Diamonds 0.76 cts,18KWG,        67,      0.76,JAP,         0,         0,         0,~
N3796,NECKLACE,,  24000.00,  48000.00,Yes,"Two-row Necklace consist of 96 South Sea Cultured Pearls 13.0 - 9.1 mm, set with Platinum Clasp with 16 Diamonds.=1.84 cts and 2 Blue Sapphires=3.70 cts.",PLAT,         0,      0.00,SSP,         0,         0,         0,~
