Style#,Category Name,Collection Name,Wholesale Price,Retail Price,status,Long Description,Metal Type,Diamond Quantity,Diamond Weight,Type,Qty On Hand,Memo Out,Owned,~
RN182,ROND-DIV,,    200.00,    400.00,Yes,18K WG Rondelles/Divider with 11 Diamonds = 0.11 cts,18KWG,         0,      0.00,,       -45,         0,       -45,~
RN183,ROND-DIV,,    250.00,    500.00,Yes,18K YG Rondelles with Divider 11 Diamonds 0.11 cts,18KYG,         0,      0.00,,       -19,         0,       -19,~
R00001,UNFOUND,,      0.00,      0.00,Yes,Ring,,         0,      0.00,,       -16,         0,       -16,~
RN211,ROND-DIV,,    200.00,    400.00,Yes,18K WG Rondelles with 11 Diamonds = 0.11 cts,18KWG,         0,      0.00,,       -14,         0,       -14,~
RN181,ROND-DIV,,    100.00,    200.00,Yes,18K YG Rondelles,18KYG,         0,      0.00,,       -12,         0,       -12,~
RN196,ROND-DIV,,    300.00,    600.00,Yes,18K WG Rondelles with 13 Diamonds = 0.13 cts and 12.0mm,18KWG,         0,      0.00,,       -12,         0,       -12,~
RN179,ROND-DIV,,    100.00,    200.00,Yes,18K WG Rondelles with Rd Diamonds = 0.01 cts,18KWG,         0,      0.00,,       -11,         0,       -11,~
CK830,CLASP,,   2200.00,   4400.00,Yes,18K YG Clasp 145 Diamonds 1.0875 cts,18KYG,       145,      1.09,WHITE DIAM,       -10,         0,       -10,~
RN207,ROND-DIV,,    200.00,    400.00,Yes,18K WG Rondelles with 11 Diamonds = 0.11 cts,18KWG,         0,      0.00,,       -10,         0,       -10,~
CE007,FINDINGS,,    600.00,   1200.00,Yes,Pair Of 18K YG Omega Clip Backs,18KYG,         0,      0.00,,        -8,         0,        -8,~
CE021,FINDINGS,,    900.00,   1800.00,Yes,Pair Of Platinum Clip Backs,PLAT,         0,      0.00,,        -8,         0,        -8,~
CE030,FINDINGS,,   1100.00,   2200.00,Yes,Pair Of Platinum Clip Backs,PLAT,         0,      0.00,,        -8,         0,        -8,~
RN209,ROND-DIV,,    200.00,    400.00,Yes,18K WG Rondelles with 12 Diamonds = 0.12 cts,18KWG,         0,      0.00,,        -8,         0,        -8,~
C1031,CLASP,,  11900.00,  23800.00,Yes,18K YG Clasp with 280 Rd Diamonds = 3.40 cts and 280 Bag Rubies = 19.07 cts,18KYG,         0,      0.00,WHITE DIAM,        -7,         0,        -7,~
CE012,FINDINGS,,    700.00,   1400.00,Yes,Pair Of 18K YG Clip Backs,18KYG,         0,      0.00,,        -7,         0,        -7,~
CE015,FINDINGS,,    600.00,   1200.00,Yes,Pair Of 18K WG Omega Clip Backs,18KWG,         0,      0.00,,        -6,         0,        -6,~
CK907,CLASP,,    750.00,   1500.00,Yes,18K WG 4 Rows Divider with Diamonds 0.255 cts,18KWG,         0,      0.26,WHITE DIAM,        -6,         0,        -6,~
MNN0005,FINDINGS,,      0.00,      0.00,Yes,18K YG Chain - count by grams larg cable 3.6mm,18KYG,         0,      0.00,,        -6,         0,        -6,~
RN188,ROND-DIV,,    200.00,    400.00,Yes,18K WG Rondelles with 12 Diamonds = 0.12 cts,18KWG,         0,      0.00,,        -6,         0,        -6,~
RN189,ROND-DIV,,    300.00,    600.00,Yes,18K WG Rondelles with 13 Diamonds = 0.13 cts,18KWG,         0,      0.00,,        -6,         0,        -6,~
RN220,ROND-DIV,,    200.00,    400.00,Yes,18K YG Rondelles with 12 Diamonds = 0.09 cts,18KYG,         0,      0.00,,        -7,         1,        -6,~
CE004,FINDINGS,,    700.00,   1400.00,Yes,Pair Of 18K WG Clip Backs,18KWG,         0,      0.00,,        -5,         0,        -5,~
CE006,FINDINGS,,    700.00,   1400.00,Yes,Pair Of 18K YG Clip Backs,18KYG,         0,      0.00,,        -5,         0,        -5,~
CE009,FINDINGS,,    700.00,   1400.00,Yes,Pair Of 18K WG Clip Backs,18KWG,         0,      0.00,,        -5,         0,        -5,~
CE014,FINDINGS,,    600.00,   1200.00,Yes,Pair of 18K YG Omega Clip backs with post,18KYG,         0,      0.00,,        -5,         0,        -5,~
RN193,ROND-DIV,,    200.00,    400.00,Yes,18K WG Rondelles with 11 Diamonds = 0.11 cts,18KWG,         0,      0.00,,        -5,         0,        -5,~
CE005,FINDINGS,,    750.00,   1500.00,Yes,Pair of 18K WG Omega Clip Backs,18KWG,         0,      0.00,,        -4,         0,        -4,~
CK905,CLASP,,      0.00,      0.00,Yes,18K WG 3 Rows Divider with Diamonds 0.18/5 cts,18KWG,         0,      0.18,WHITE DIAM,        -4,         0,        -4,~
RN191,ROND-DIV,,    300.00,    600.00,Yes,18K WG Rondelles with 13 Diamonds = 0.13 cts and 4.0mm,18KWG,         0,      0.00,,        -4,         0,        -4,~
BC513,CLASP,,   1800.00,   3600.00,Yes,18K WG Ball Clasp with 145 Diamonds = 1.09 cts,18KWG,         0,      0.00,WHITE DIAM,        -3,         0,        -3,~
CE001,FINDINGS,,    900.00,   1800.00,Yes,Pair Of 18K WG Clip Backs,18KWG,         0,      0.00,,        -3,         0,        -3,~
CE039,FINDINGS,,    800.00,   1600.00,Yes,Pair Of Platinum Clip Backs,PLAT,         0,      0.00,,        -3,         0,        -3,~
CE043,FINDINGS,,    800.00,   1600.00,Yes,Pair Of Platinum Clip Backs,PLAT,         0,      0.00,,        -3,         0,        -3,~
CK1016,CLASP,,    159.00,    318.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -3,         0,        -3,~
CK1020,CLASP,,      0.00,      0.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -3,         0,        -3,~
CK1063,CLASP,,      0.00,      0.00,Yes,18K WG Clasp and 8.0mm,18KWG,         0,      0.00,,        -3,         0,        -3,~
CK823,CLASP,,    200.00,    400.00,Yes,18K WG Clasp w/ Divider 9 Diamonds 0.09 cts,18KWG,         9,      0.09,WHITE DIAM,        -3,         0,        -3,~
CK914,CLASP,,    200.00,    400.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -4,         1,        -3,~
CK922,CLASP,,    400.00,    800.00,Yes,18K WG Clasp with 10 Diamonds= 0.075 cts,18KWG,         0,      0.00,WHITE DIAM,        -3,         0,        -3,~
C1232,CLASP,,   1100.00,   2200.00,Yes,18K YG Clasp with 21 Diamonds 0.41 cts,18KYG,        21,      0.41,WHITE DIAM,        -2,         0,        -2,~
CE003,FINDINGS,,   1080.00,   2160.00,Yes,Pair of 18K YG Clip Backs,18KYG,         0,      0.00,,        -2,         0,        -2,~
CE008,FINDINGS,,    600.00,   1200.00,Yes,Pair Of 18K YG Omega Clip Backs with Posts,18KYG,         0,      0.00,,        -2,         0,        -2,~
CE032,FINDINGS,,    700.00,   1400.00,Yes,Pair Of 18K WG Omega Clip Backs with Posts,18KWG,         0,      0.00,,        -2,         0,        -2,~
CE033,FINDINGS,,    900.00,   1800.00,Yes,Pair Of Platinum Clip Backs,PLAT,         0,      0.00,,        -2,         0,        -2,~
CE036,FINDINGS,,    700.00,   1400.00,Yes,Pair Of 18K WG Omega Clip Backs,18KWG,         0,      0.00,,        -2,         0,        -2,~
CE042,FINDINGS,,    700.00,   1400.00,Yes,Pair Of Platinum Clip Backs,PLAT,         0,      0.00,,        -2,         0,        -2,~
CK1018,CLASP,,      0.00,      0.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -2,         0,        -2,~
CK1029,CLASP,,    900.00,   1800.00,Yes,18K YG Divider with 8 Diamonds 0.25 cts,18KYG,         8,      0.25,WHITE DIAM,        -2,         0,        -2,~
CK1065,CLASP,,      0.00,      0.00,Yes,18K WG  Clasp and 7.0mm,18KWG,         0,      0.00,,        -2,         0,        -2,~
CK697,CLASP,,    100.00,    200.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -2,         0,        -2,~
CK792,CLASP,,    100.00,    200.00,Yes,18K YG Clasp and 8.5mm,18KYG,         0,      0.00,,        -2,         0,        -2,~
CK886,CLASP,,    400.00,    800.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -2,         0,        -2,~
CK892,CLASP,,   2000.00,   4000.00,Yes,18K WG Clasp with 145 Diamonds = 1.45 cts,18KWG,         0,      0.00,WHITE DIAM,        -2,         0,        -2,~
CK982,CLASP,,      0.00,      0.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -3,         1,        -2,~
RN194,ROND-DIV,,    195.00,    390.00,Yes,18K WG Rondelles with 12 Diamonds = 0.12 cts,18KWG,         0,      0.00,,        -2,         0,        -2,~
RN231,ROND-DIV,,    300.00,    600.00,Yes,18K YG Rondelles with 2 Green Moonstones = 2.89 cts,18KYG,         0,      0.00,,        -2,         0,        -2,~
CE010,FINDINGS,,    600.00,   1200.00,Yes,Pair Of 18K WG Omega Clip Backs,18KWG,         0,      0.00,,        -1,         0,        -1,~
CE016,FINDINGS,,    600.00,   1200.00,Yes,Pair Of 18K WG Omega Clip Backs with Posts,18KWG,         0,      0.00,,        -1,         0,        -1,~
CE034,FINDINGS,,   1080.00,   2160.00,Yes,Pair of Platinum Good Clip Backs,PLAT,         0,      0.00,,        -1,         0,        -1,~
CK1014,CLASP,,    170.00,    340.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -1,         0,        -1,~
CK1027,CLASP,,   1400.00,   2800.00,Yes,18K WG Clasp with 47 Diamonds 0.085 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK1069,CLASP,,    100.00,    200.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -1,         0,        -1,~
CK176,CLASP,,   1600.00,   3200.00,Yes,18K YG Clasp with 64 Diamonds = 0.96 cts,18KYG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK511,CLASP,,   1200.00,   2400.00,Yes,18K YG Clasp with Diamonds = 0.88 cts,18KYG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK519,CLASP,,    200.00,    400.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -1,         0,        -1,~
CK531,CLASP,,    200.00,    400.00,Yes,18K YG Clasp with Diamonds = 0.065 cts,18KYG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK593,CLASP,,    200.00,    400.00,Yes,18K WG Clasp and 9.5 mm,18KWG,         0,      0.00,,        -1,         0,        -1,~
CK681,CLASP,,    100.00,    200.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -1,         0,        -1,~
CK710,CLASP,,    100.00,    200.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -1,         0,        -1,~
CK817,CLASP,,    100.00,    200.00,Yes,18K YG Clasp and 8.5mm,18KYG,         0,      0.00,,        -1,         0,        -1,~
CK827,CLASP,,   1000.00,   2000.00,Yes,18K WG Clasp with Rd Diamonds = 0.76 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK833,CLASP,,    700.00,   1400.00,Yes,18K WG Clasp/Divider with 9 Diamonds = 0.625 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK865,CLASP,,    200.00,    400.00,Yes,18K WG Clasp with 10 Diamonds = 0.05 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK868,CLASP,,   1600.00,   3200.00,Yes,"18K WG Clasp, 12.0mm with 137 Diamonds 1.0275 cts",18KWG,       137,      1.03,WHITE DIAM,        -1,         0,        -1,~
CK894,CLASP,,    400.00,    800.00,Yes,18K WG Clasp with 12 Diamonds = 0.09 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK906,CLASP,,   1100.00,   2200.00,Yes,18K WG 4 Rows Clasp with Diamonds 0.78 cts,18KWG,         0,      0.78,WHITE DIAM,        -1,         0,        -1,~
CK926,CLASP,,    500.00,   1000.00,Yes,18K WG Clasp,18KWG,         0,      0.00,,        -1,         0,        -1,~
CK928,CLASP,,    100.00,    200.00,Yes,18K YG Clasp and 7.0mm,18KYG,         0,      0.00,,        -1,         0,        -1,~
CK929,CLASP,,    115.00,    230.00,Yes,18K WG Clasp 7.0mm,18KWG,         0,      0.00,,        -1,         0,        -1,~
CK931,CLASP,,   1800.00,   3600.00,Yes,18K WG Clasp with 137 Diamonds = 1.0275 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK945,CLASP,,   2500.00,   5000.00,Yes,18K WG Clasp with 112 Diamonds 1.12 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
CK946,CLASP,,    400.00,    800.00,Yes,18K WG Clasp with 28 Diamonds = 0.14 cts,18KWG,         0,      0.00,WHITE DIAM,        -1,         0,        -1,~
E2889,EARRINGS,,  10700.00,  21400.00,Yes,2 Golden South Sea Cultured Pearls Drop 14.5 X 13.9mm set in a Pair of WG/YG Earrings with Diamonds 2.33 cts and Yellow Diamonds 2.38 cts,18KW/YG,       406,      4.71,GSSP,        -1,         0,        -1,~
MNC0007,CLASP,,    200.00,    400.00,Yes,18K YG Clasp,18KYG,         0,      0.00,,        -1,         0,        -1,~
MNN0039,FINDINGS,,    100.00,    200.00,Yes,18KWG Chains - count by grams   Large cable,18KWG,         0,      0.00,,        -1,         0,        -1,~
N3453,PENDANT,,   2200.00,   4400.00,Yes,Single South Sea Cultured Pearl Drop 15.3 X 12.9mm set in 18K YG Chain Necklace with 3 Rd Dia= 0.43 cts (18 in),18KYG,         3,      0.43,SSP,        -1,         0,        -1,~
 B1861,BRACELET,AKOYA JEWL,      0.00,      0.00,Yes, 158 Akoya Cultured Pearls 8.5 - 9.0mm set in 18K RG Bracelet with 90 Diamonds 1.88 cts. (7.5 in),18KPG,        90,      1.88,JAP,         0,         0,         0,~
ACB0017,BRACELET,ANGELA,   5900.00,  11800.00,Yes,"Angela Cummings for Assael Double Scroll Bangle with 2 South Sea Cultured Pearls Button, 11.5 X 11.8mm set in 18K YG",18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACB0028,BRACELET,ANGELA,   7200.00,  14400.00,Yes,"Angela Cummings for Assael Scallop Bangle with 2 South Sea Cultured Pearls Drop, 15.1 - 12.4mm set in 18K YG",18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACB0036,BRACELET,ANGELA,   3825.00,   7650.00,Yes,Angela Cummings for Assael Open Link Cuff Bracelet set in 18K YG,18KYG,         0,      0.00,,         0,         0,         0,~
ACB0040,BRACELET,ANGELA,   3825.00,   7650.00,Yes,Angela Cummings for Assael Open Link Cuff Bracelet set in 18K YG,18KYG,         0,      0.00,,         0,         0,         0,~
ACC0001,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Coral Clasp set in Platinum/18K WG with 171 Diamonds = 5.03 cts,PT/18KWG,       171,      5.03,WHITE DIAM,         0,         0,         0,~
ACC0002,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Fish Tail Knot Clasp set in Platinum with 67 Diamonds = 2.18 cts,PLAT,        67,      2.18,WHITE DIAM,         0,         0,         0,~
ACC0005,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Fish Tail Knot Clasp set in Platinum/18K WG with 67 Diamonds = 1.95 cts,PT/18KWG,        67,      1.95,WHITE DIAM,         0,         0,         0,~
ACC0014,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Set of 2 Clasps set in Platinum with 96 Diamonds = 3.18 cts,PLAT,        96,      3.81,WHITE DIAM,         0,         0,         0,~
ACC0015,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Fish Tail Knot Clasp set in Platinum/18K WG with 67 Diamonds = 1.95 cts,PT/18KWG,        67,      1.95,WHITE DIAM,         0,         0,         0,~
ACC0016,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Fish Tail Knot Clasp set in Platinum/18K WG with 67 Diamonds = 1.98 cts,PT/18KWG,        67,      1.98,WHITE DIAM,         0,         0,         0,~
ACC0017,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Set of 2 Clasps set in Platinum with 96 Diamonds = 3.73 cts,PLAT,        96,      3.73,WHITE DIAM,         0,         0,         0,~
ACC0027,CLASP,ANGELA,      0.00,      0.00,Yes,Angela Cummings for Assael Large Double Hook Clasp with 23 Diamonds = 0.38 cts,18KYG,        23,      0.38,WHITE DIAM,         0,         0,         0,~
ACE0002,EARRINGS,ANGELA,   9500.00,  19000.00,Yes,"Angela Cummings for Assael Crisscross Earrings with Pair of South Sea Cultured Pearls Button, 12.6 - 12.2mm set in Platinum/18K WG and 44 Rd Diamonds 4.59 cts",PT/18KWG,        44,      4.59,SSP,         0,         0,         0,~
ACE0005,EARRINGS,ANGELA,   7762.00,  15550.00,Yes,"Angela Cummings for Assael Coral Branch Earrings with Pair of South Sea Cultured Pearls Baroque, 19.5 - 16.1 - 16.1mm set in 18K WG/Platinum and 86 Rd Diamonds = 2.42 cts",PT/18KWG,        86,      2.42,SSP,         0,         0,         0,~
ACE0026,EARRINGS,ANGELA,   9412.00,  18820.00,Yes,"Angela Cummings for Assael Crisscross Earrings with Pair of South Sea Cultured Pearls Button, 12.7 - 11.5mm set in 18K WG/Platinum and 44 Rd Diamonds = 4.78 cts",PT/18KWG,        44,      4.78,SSP,         0,         0,         0,~
ACE0039,EARRINGS,ANGELA,   9912.00,  19820.00,Yes,"Angela Cummings for Assael Crisscross Earrings with Pair of Golden South Sea Cultured Pearls Button, 12.8 - 12.4mm set in 18K WG/Platinum and 44 Rd Diamonds = 4.75 cts",PT/18KWG,        44,      4.75,GSSP,         0,         0,         0,~
ACE0041,EARRINGS,ANGELA,   6600.00,  13200.00,Yes,Angela Cummings for Assael Scallop Diamond Earrings with Pair of South Sea Cultured Pearls Round 11.0 - 11.0mm set in 18K WG/Platinum and 36 Rd Diamonds 3.01 cts,PT/18KWG,        36,      3.01,SSP,         0,         0,         0,~
ACE0044,EARRINGS,ANGELA,   9412.00,  18824.00,Yes,"Angela Cummings for Assael Crisscross Earrings with Pair of South Sea Cultured Pearls Round, 12.9 - 12.9mm set in 18K WG/Platinum and 44 Rd Diamonds = 4.65 cts",PT/18KWG,        44,      4.65,SSP,         0,         0,         0,~
ACE0045,EARRINGS,ANGELA,   9444.00,  18890.00,Yes,"Angela Cummings for Assael Double Swirl Earrings with Pair of Tahitian Natural Color Cultured Pearls Round, 11.1 - 11.1mm set in 18K WG/Platinum and 56 Rd Diamonds = 5.30 cts",PT/18KWG,        56,      5.30,THP,         0,         0,         0,~
ACE0046,EARRINGS,ANGELA,   7762.00,  15520.00,Yes,"Angela Cummings for Assael Coral Branch Earrings with Pair of South Sea Cultured Pearls Baroque, 20.3 - 15.9 - 15.5mm set in 18K WG/Platinum and 86 Rd Diamonds = 2.48 cts",PT/18KWG,        86,      2.48,SSP,         0,         0,         0,~
ACE0048,EARRINGS,ANGELA,   7762.00,  15520.00,Yes,"Angela Cummings for Assael Coral Branch Earrings with Pair of South Sea Cultured Pearls Baroque, 18.2 - 15.7mm set in 18K WG/Platinum and 86 Rd Diamonds = 2.51 cts",PT/18KWG,        86,      2.51,SSP,         0,         0,         0,~
ACE0056,EARRINGS,ANGELA,   9684.00,  19370.00,Yes,"Angela Cummings for Assael Double Swirl Earrings with Pair of South Sea Cultured Pearsl Button, 11.4 - 11.3mm set in 18K WG/Platinum and 56 Rd Diamonds = 5.30 cts",PT/18KWG,        56,      5.30,SSP,         0,         0,         0,~
ACE0060,EARRINGS,ANGELA,   6509.00,  13020.00,Yes,"Angela Cummings for Assael Scallop Dimaond Earrings with Pair of South Sea Cultured Pearls Button, 11.4 - 10.4mm set in 18K WG/Platinum and 36 Rd Diamonds = 3.06 cts",PT/18KWG,        36,      3.06,SSP,         0,         0,         0,~
ACE0073,EARRINGS,ANGELA,   2775.00,   5550.00,Yes,"Angela Cummings for Assael Angel Wing Earrings with Pair of South Sea Cultured Pearls Round, 12.1 - 12.1mm set in 18K YG",18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACE0086,EARRINGS,ANGELA,  12217.00,  24430.00,Yes,"Angela Cummings for Assael Dangling Swirl Diamond Earrings with Pair of South Sea Cultured Pearls Round, 14.6 - 14.6mm set in 18K WG/Platinum and 56 Rd Diamonds = 5.64 cts",PT/18KWG,        56,      5.64,SSP,         0,         0,         0,~
ACE0095,EARRINGS,ANGELA,   7075.00,  14150.00,Yes,"Angela Cummings for Assael Ribbon Earrings with Pair of South Sea Cultured Pearls Drop, 18.9 - 15.3 - 15.2mm set in 18K YG/Platinum and 64 Rd Diamonds = 1.23 cts",PT/18KYG,        64,      1.23,SSP,         0,         0,         0,~
ACE0099,EARRINGS,ANGELA,   7863.00,  15720.00,Yes,"Angela Cummings for Assael Wave Earrings with Pair of Tahitian Natural Color Cultured Pearls, 11.9mm set in 18K WG/Platinum and 62 Rd Diamonds = 3.15 cts",PT/18KWG,        62,      3.15,THP,         0,         0,         0,~
ACE0102,EARRINGS,ANGELA,  12300.00,  24600.00,Yes,"Angela Cummings for Assael Dangling Swirl Diamond Earrings with Pair of South Sea Cultured Pearls, 14.0 - 13.5mm set in 18K WG/Platinum and 56 Rd Diamonds 5.60 cts",PT/18KWG,        56,      5.60,SSP,         0,         0,         0,~
ACE0104,EARRINGS,ANGELA,   7075.00,  14150.00,Yes,"Angela Cummings for Assael Ribbon Earrings with Pair of South Sea Cultured Pearls Drop, 19.4 - 15.9mm set in 18K YG/Platinum and 64 Rd Diamonds = 1.21 cts",PT/18KYG,        64,      1.21,SSP,         0,         0,         0,~
ACE0108,EARRINGS,ANGELA,   9183.00,  18360.00,Yes,"Angela Cummings for Assael Crisscross Earrings with Pair of Tahitian Natural Color Cultured Pearls Button, 13.0 - 13.0mm set in 18K WG/Platinum and 44 Rd Diamonds = 4.83 cts",PT/18KWG,        44,      4.83,THP,         0,         0,         0,~
ACE0116,EARRINGS,ANGELA,   9700.00,  19400.00,Yes,"Angela Cummings for Assael Double Swirl Earrings with Pair of Golden South Sea Cultured Pearls Button, 11.5 X 11.4mm set in Platinum/18K WG and 56 Rd Diamonds = 5.32 cts",PT/18KWG,        56,      5.32,GSSP,         0,         0,         0,~
ACE0123,EARRINGS,ANGELA,   5937.00,  11870.00,Yes,"Angela Cummings for Assael Wave Earrings with Pair of South Sea Cultured Pearls Button, 11.4 - 11.2mm set in 18K YG/Platinum and 40 Rd Diamonds = 1.07 cts",PT/18KYG,        40,      1.07,SSP,         0,         0,         0,~
ACE0136,EARRINGS,ANGELA,   2895.00,   5790.00,Yes,"Angela Cummings for Assael Double Scroll Earrings with Pair of South Sea Cultured Pearls Button, 10.4 - 10.3mm set in 18K YG/Platinum and 18 Diamonds = 0.48 cts",PT/18KYG,        18,      0.48,SSP,         0,         0,         0,~
ACE0140,EARRINGS,ANGELA,   3488.00,   6970.00,Yes,"Angela Cummings for Assael Angel Wing Earrings with Pair of Tahitian Natural Color Cultured Pearls Drop, 13.1 - 12.1mm set in 18K YG",18KYG,         0,      0.00,THP,         0,         0,         0,~
ACE0148,EARRINGS,ANGELA,   9700.00,  19400.00,Yes,"Angela Cummings for Assael Double Swirl Earrings with Pair of Golden South Sea Cultured Pearls Button, 11.5mm set in 18K WG/Platinum and 56 Rd Diamonds 5.30 cts",PT/18KWG,        56,      5.30,GSSP,         0,         0,         0,~
ACE0152,EARRINGS,ANGELA,   4725.00,   9450.00,Yes,"Angela Cummings for Assael Filigree Earrings with Pair of South Sea Cultured Pearls Drop, 13.4 - 12.2mm set in 18K YG and 52 Diamonds = 1.99 cts",18KYG,        52,      1.99,SSP,         0,         0,         0,~
ACE0157,EARRINGS,ANGELA,   2900.00,   5800.00,Yes,Angela Cummings for Assael Scallop Earrings with Pair of South Sea Cultured Pearls Drop 13.7 X 12.6mm set in 18K YG,18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACE0165,EARRINGS,ANGELA,   9412.00,  18820.00,Yes,"Angela Cummings for Assael Crisscross Earrings with Pair of South Sea Cultured Pearls Button, 11.9 - 11.5mm set in 18K WG/Platinum and 44 Rd Diamonds = 4.73 cts",PT/18KWG,        44,      4.73,SSP,         0,         0,         0,~
ACE0168,EARRINGS,ANGELA,   5450.00,  10900.00,Yes,"Angela Cummings for Assael Double Swirl Earrings with Pair of South Sea Cultured Pearls Button, 11.6 - 11.4mm set in 18K WG/Platinum and 56 Pink Sapphires = 6.12 cts",PT/18KWG,         0,      0.00,SSP,         0,         0,         0,~
ACE0172,EARRINGS,ANGELA,   7863.00,  15720.00,Yes,"Angela Cummings for Assael Wave Earrings with Pair of Tahitian Cultured Pearls Button, 12.5 - 12.3mm set in 18K WG/Platinum with 62 Diamonds = 2.23 cts",PT/18KWG,        62,      2.23,THP,         0,         0,         0,~
ACE0180,EARRINGS,ANGELA,   2609.00,   5220.00,Yes,"Angela Cummings for Assael Pretzel Knot Earrings with Pair of South Sea Cultured Pearls Round, 10.5 - 10.4mm set in 18K YG and 42 Diamonds = 0.38 cts",18KYG,        42,      0.38,SSP,         0,         0,         0,~
ACE0181,EARRINGS,ANGELA,   7159.00,  14320.00,Yes,"Angela Cummings for Assael Dangling Swirl Earrings with Pair of South Sea Cultured Pearls Drop, 13.2 - 12.4mm set in 18K YG and 56 Pink Sapphires =  6.48 cts",18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACE0189,EARRINGS,ANGELA,   7075.00,  14150.00,Yes,"Angela Cummings for Assael Ribbon Earrings with Pair of South Sea Cultured Pearls Drop, 15.9 - 14.1mm set in 18K YG/Platinum and 64 Rd Diamonds = 1.23 cts",PT/18KYG,        64,      1.23,SSP,         0,         0,         0,~
ACE0191,EARRINGS,ANGELA,   9444.00,  18890.00,Yes,"Angela Cummings for Assael Double Swirl Earrings with Pair of Tahitian Natural Color Cultured Pearls Button, 11.6 - 11.2mm set in18K WG/Platinum and 56 Rd Diamonsd = 5.23 cts",PT/18KWG,        56,      5.23,THP,         0,         0,         0,~
ACE0195,EARRINGS,ANGELA,   7762.00,  15520.00,Yes,"Angela Cummings for Assael Coral Branch Earrings with Pair of South Sea Cultured Pearls Baroque, 15.5 - 14.3 - 13.8mm set in 18K WG/Platinum and 86 Rd Diamonds = 2.40 cts",PT/18KWG,        86,      2.40,SSP,         0,         0,         0,~
ACE0201,EARRINGS,ANGELA,   1600.00,   3200.00,Yes,Angela Cummings for Assael Thorn Sprig Earrings with 4 Akoya Cultured Pearls 8.75 - 8.25mm set in 18K YG,18KYG,         0,      0.00,JAP,         0,         0,         0,~
ACN0004,NECKLACE,ANGELA,  19365.00,  38730.00,Yes,"Angela Cummings for Assael Coral Necklace with 27 South Sea Cultured Pearls Baroque, 12.5 - 21.0mm set in 18K WG/Platinum and 171 Diamonds = 5.03 cts",PT/18KWG,       171,      5.03,SSP,         0,         0,         0,~
ACN0010,NECKLACE,ANGELA,   8104.00,  16200.00,Yes,"Angela Cummings for Assael Seahorse Necklace with 72 South Sea Cultured Pearls, 9.0 - 11.9mm set in 18K YG/Platinum Sea Horse Clasp and 55 Diamonds = 1.12 cts",PT/18KYG,         0,      0.00,SSP,         0,         0,         0,~
ACN0014,NECKLACE,ANGELA,   2400.00,   4800.00,Yes,Angela Cummings for Assael Necklace with Akoya Cultured Pearls 5.0 - 8.0mm in 18K YG and Hemetite beads ,18KYG,         0,      0.00,JAP,         0,         0,         0,~
ACN0024,NECKLACE,ANGELA,  19365.00,  38730.00,Yes,"Angela Cummings for Assael Coral Necklace with 24 South Sea Cultured Pearls Baroque, 11.0 - 14.3mm and South Sea Cultured Baroque Drop, 15.0mm set in 18K WG/Platinum  and 184 Diamonds = 4.89 cts",PT/18KWG,         0,      0.00,SSP,         0,         0,         0,~
